Title,Price,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage,Price_bin,ABV_bin,Vintage_bin
"Bread & Butter Reserve Pinot Noir 2020/21, Russian River Valley",39.986666666666665,Pinot Noir,Natural Cork,USA,"{'Red Cherry', 'Strawberry', 'Raspberry', 'Sweet Spice', 'Black Cherry'}",Red,14.5,California,"{'Full Bodied', 'Savoury'}",2021.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
"Pasqua DLZ ‘Idealysta’ Chardonnay-Fiano 2022, Puglia",17.32,Chardonnay,Natural Cork,Italy,"{'Peach', 'Stone Fruit', 'Orange', 'Apricot'}",White,12.5,Italy,"{'Ripe', 'Rounded'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Villiera Cap Classique Brut, Stellenbosch",22.653333333333332,Chardonnay,Natural Cork,South Africa,"{'Citrus Fruit', 'Bread', 'Red Apple'}",White,11.5,Stellenbosch,"{'Fresh', 'Elegant'}",,15<Price<=25,ABV<=12.5,
Laurent-Perrier Millésimé 2012 Brut Champagne,93.32,Chardonnay,Natural Cork,France,"{'Lemon', 'Pastry', 'Apricot'}",White,12.0,,"{'Rich', 'Toasty'}",2012.0,Price>50,ABV<=12.5,Vintage<=2015
"Chapel Down Bacchus 2021/22, Kent",23.986666666666665,Bacchus,Screwcap,England,"{'Grapefruit', 'Gooseberry', 'Citrus Fruit', 'Grass'}",White,12.5,Kent,"{'Aromatic', 'Floral'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
Louis Violland Mercurey Blanc 2018/19,33.32,Chardonnay,Natural Cork,France,"{'Green Apple', 'Peach', 'Floral'}",White,14.0,Burgundy,"{'Ripe', 'Rounded'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Chosen by Majestic Beaujolais Villages 2022,15.986666666666666,Gamay,Natural Cork,France,"{'Red Fruit', 'Raspberry', 'Blackcurrant'}",Red,13.0,Beaujolais,"{'Smooth', 'Light'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Pasqua DLZ 'Idealysta' Rosé 2022, Puglia",17.32,Primitivo,Natural Cork,Italy,"{'Red Cherry', 'Strawberry', 'Red Apple'}",Rosé,12.5,Italy,"{'Ripe', 'Fruity'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Gérard Bertrand 'Hampton Water' Rosé 2021/22, Languedoc",23.986666666666665,Grenache,Vinolok,France,"{'Raspberry', 'Peach', 'Floral', 'Strawberry'}",Rosé,13.5,Languedoc-Roussillon,"{'Delicate', 'Dry'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Domaine Aimé Arnoux Viognier 2021/22, Rhone Valley",15.986666666666666,Viognier,Natural Cork,France,"{'Fig', 'Stone Fruit', 'Peach', 'Apricot'}",White,13.0,Rhône,"{'Ripe', 'Rounded'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Managers’ Choice: Zocker Grüner Veltliner 2019/20, Edna Valley",23.986666666666665,Gruner Veltliner,Screwcap,USA,"{'Lemon', 'Pear', 'Lime', 'White Pepper', 'Melon'}",White,13.5,Usa,"{'Ripe', 'Rounded'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
Inama Soave Classico DOC 2021/22,22.653333333333332,Garganega,Screwcap,Italy,"{'Citrus Fruit', 'Honey', 'Almond', 'Floral'}",White,12.0,Veneto,"{'Aromatic', 'Floral'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Casella 'PepperBox' Shiraz 2020/21, South Eastern Australia",15.986666666666666,Shiraz,Screwcap,Australia,"{'Black Pepper', 'Black Plum', 'Spice', 'Vanilla'}",Red,14.0,South East Australia,"{'Bold', 'Spicy'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Winemaker Series Godello 2020/22, Monterrei",17.32,Godello,Screwcap,Spain,"{'Grapefruit', 'Pear', 'Lemon'}",White,13.0,Galicia,"{'Fresh', 'Elegant'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Definition Fleurie 2021,18.653333333333332,Gamay,Synthetic Cork,France,"{'Red Fruit', 'Violet', 'Rose'}",Red,13.0,Beaujolais,"{'Elegant', 'Light'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Domaine de Villemajou Rosé 2022, Corbières",26.653333333333332,Carignan,Natural Cork,France,"{'Cream', 'Strawberry', 'Red Apple'}",Rosé,13.0,Languedoc-Roussillon,"{'Ripe', 'Fruity'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
Aimé Arnoux Côtes du Rhône Blanc 2022,15.986666666666666,Grenache Blanc,Natural Cork,France,"{'Mineral', 'Citrus Fruit', 'Stone Fruit', 'Floral'}",White,13.5,Rhône,"{'Ripe', 'Rounded'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Viñalba 'Gran Reservado' Malbec 2019/20, Mendoza",25.319999999999997,Malbec,Natural Cork,Argentina,"{'Ripe Fruit', 'Vanilla', 'Violet', 'Red Fruit', 'Black Fruit'}",Red,14.5,Mendoza,"{'Rich', 'Juicy'}",,25<Price<=50,13.5<ABV<=14.5,
"Errazuriz Max Reserva Cabernet 2019/21, Aconcagua Valley",19.986666666666668,Cabernet Sauvignon,Natural Cork,Chile,"{'Blackcurrant', 'Black Plum', 'Vanilla'}",Red,14.0,Aconcagua,"{'Full Bodied', 'Savoury'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Yalumba Y Series Viognier 2021/22, Australia",14.653333333333334,Viognier,Screwcap,Australia,"{'Green Apple', 'Honey', 'Apricot', 'Grapefruit', 'Pear', 'Pineapple', 'Stone Fruit', 'Peach', 'Melon', 'Ginger'}",White,13.5,South Australia,"{'Aromatic', 'Floral'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Château Coufran Cru Bourgeois Supérieur 2007, Haut-Médoc",29.319999999999997,Cabernet Sauvignon,Natural Cork,France,"{'Blackberry', 'Black Plum', 'Cedar'}",Red,13.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2007.0,25<Price<=50,12.5<ABV<=13.5,Vintage<=2015
"Boekenhoutskloof ‘The Wolftrap’ Shiraz 2021, South Africa",13.32,Shiraz,Screwcap,South Africa,"{'Blackberry', 'Cranberry', 'Spice', 'Savoury', 'Black Pepper', 'Black Fruit', 'Black Plum'}",Red,14.5,Western Cape,"{'Bold', 'Spicy'}",2021.0,Price<=15,13.5<ABV<=14.5,Vintage>2020
"Chronic Cellars 'Purple Paradise' 2019/20, Paso Robles",23.986666666666665,Zinfandel,Natural Cork,USA,"{'Chocolate', 'Blueberry', 'Black Cherry', 'Spice'}",Red,14.5,California,"{'Bold', 'Spicy'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Bruce Jack Wines Reserve Collection ‘Stream of Consciousness’ 2021, Western Cape",15.986666666666666,Cinsault,Screwcap,South Africa,"{'Spice', 'Red Plum', 'Chocolate', 'White Pepper', 'Forest Floor'}",Red,14.0,Western Cape,"{'Full Bodied', 'Savoury'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
Feudi di San Gregorio Greco di Tufo DOCG 2021/22,22.653333333333332,Greco,Synthetic Cork,Italy,"{'Lemon', 'Honey', 'Red Apple', 'Grapefruit', 'Peach'}",White,13.0,Campania,"{'Ripe', 'Rounded'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Les Grandes Serres ‘Hommage du Rhône’ Châteauneuf-du-Pape 2022,34.65333333333333,Grenache,Natural Cork,France,"{'Red Fruit', 'Black Pepper', 'Spice'}",Red,14.5,Rhône,"{'Bold', 'Spicy'}",2022.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
Les Caveau du Prieuré Vinsobres 2020,18.653333333333332,Grenache,Natural Cork,France,"{'Red Fruit', 'Spice', 'Savoury'}",Red,15.0,Rhône,"{'Full Bodied', 'Savoury'}",2020.0,15<Price<=25,ABV>14.5,2015<Vintage<=2020
Alain Jaume ‘Les Champauvins’ Organic Côtes Du Rhône 2020,23.986666666666665,Grenache,Natural Cork,France,"{'Red Cherry', 'Spice', 'Black Pepper', 'Blackcurrant', 'Red Fruit', 'Black Fruit'}",Red,15.0,Rhône,"{'Full Bodied', 'Savoury'}",2020.0,15<Price<=25,ABV>14.5,2015<Vintage<=2020
"Errazuriz Single Vineyard Sauvignon Blanc 2021/22, Casablanca Valley",15.986666666666666,Sauvignon Blanc,Screwcap,Chile,"{'Green Apple', 'Wet Stones', 'Citrus Fruit', 'Grass'}",White,13.5,Aconcagua,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Langlois-Chateau 'Classique' Crémant de Loire Brut Rosé,26.653333333333332,Cabernet Franc,Natural Cork,France,"{'Green Apple', 'Raspberry', 'Strawberry'}",Rosé,12.5,Loire,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
"Domäne Wachau 'Weingärten Weissenkirchen' Grüner Veltliner Federspiel 2021/22, Wachau",18.653333333333332,Gruner Veltliner,Screwcap,Austria,"{'Green Apple', 'Citrus Fruit', 'Spice'}",White,13.0,Austria,"{'Fresh', 'Elegant'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Remy Ferbras Gigondas 2020/21,26.653333333333332,Grenache,Natural Cork,France,"{'Red Fruit', 'Spice', 'Savoury'}",Red,14.5,Rhône,"{'Full Bodied', 'Savoury'}",2021.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
Les Saules Vacqueyras 2021,22.653333333333332,Grenache,Natural Cork,France,"{'Black Fruit', 'Black Plum', 'Spice'}",Red,14.0,Rhône,"{'Bold', 'Spicy'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Boekenhoutskloof ‘The Wolftrap’ Grenache Blanc 2022, South Africa",13.32,Grenache Blanc,Screwcap,South Africa,"{'Green Apple', 'Lemon', 'Spice', 'Gooseberry', 'Peach'}",White,12.5,Western Cape,"{'Ripe', 'Rounded'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
Moillard-Thomas Bourgogne Aligoté 2022,19.986666666666668,Aligoté,Natural Cork,France,"{'Citrus Fruit', 'Floral'}",White,12.0,Burgundy,"{'Elegant', 'Light'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Three Choirs Stonebrook 2020/21, Gloucestershire",21.32,Siegerrebe,Screwcap,England,"{'Blossom', 'Grapefruit', 'Lime', 'Elderflower', 'Peach'}",White,11.0,,"{'Smooth', 'Light'}",2021.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Herdade de Gambia 2021/22, Portugal",15.986666666666666,Touriga Nacional,Natural Cork,Portugal,"{'Black Cherry', 'Black Plum', 'Spice'}",Red,13.5,Península De Setúbal,"{'Bold', 'Spicy'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Pegasus Bay 'Main Divide' Riesling 2019/20, Canterbury",18.653333333333332,Riesling,Screwcap,New Zealand,"{'Honey', 'Lime', 'Honeysuckle', 'Citrus Fruit'}",White,14.0,Waipara,"{'Fresh', 'Elegant'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Clos de Luz 'Arao' Carménère Red Blend 2018/19, Chile",18.653333333333332,Carménère,Natural Cork,Chile,"{'Blackberry', 'Spice', 'Chocolate', 'Green Bell Pepper', 'Violet', 'Black Plum'}",Red,14.0,Central Valley,"{'Rich', 'Juicy'}",2019.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Waimea Estates Albariño 2021/22, Nelson",17.32,Albarino,Screwcap,New Zealand,"{'Wet Stones', 'Peach', 'Citrus Fruit', 'Stone Fruit'}",White,13.0,Nelson,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Stag's Leap 'Hands of Time' Chardonnay 2019/20, Napa Valley",33.32,Chardonnay,Natural Cork,USA,"{'Green Apple', 'Lemon', 'Grapefruit', 'Citrus Fruit', 'Butter', 'Vanilla', 'Stone Fruit', 'Peach'}",White,14.5,California,"{'Rich', 'Toasty'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Nyetimber 'Cuvée Chérie' Demi-Sec, Sussex",57.32,Chardonnay,Natural Cork,England,"{'Honey', 'Lemon', 'Citrus Fruit'}",White,12.0,Sussex,"{'Fruity', 'Crisp'}",,Price>50,ABV<=12.5,
Piccini Brunello di Montalcino DOCG 2018,46.653333333333336,Sangiovese,Natural Cork,Italy,"{'Liquorice', 'Blackcurrant', 'Black Cherry', 'Spice'}",Red,14.0,Tuscany,"{'Full Bodied', 'Savoury'}",2018.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Torre Mora ‘Cauru’ Etna Rosso DOC 2020/21,23.986666666666665,Nerello Mascalese,Natural Cork,Italy,"{'Red Cherry', 'Citrus Fruit', 'Raspberry', 'Violet', 'Pomegranate', 'Date'}",Red,13.0,Sicily,"{'Smooth', 'Mellow'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
